PMID,titre,date,note,resume,journal,lien_journal
40050256,Machine-learning assisted discovery unveils novel interplay between gut microbiota and host metabolic disturbance in diabetic kidney disease.,12/2025,0.553,"Diabetic kidney disease (DKD) is a serious healthcare dilemma. Nonetheless, the interplay between the functional capacity of gut microbiota and their host remains elusive for DKD. This study aims to elucidate the functional capability of gut microbiota to affect kidney function of DKD patients. A total of 990 subjects were enrolled consisting of a control group (n = 455), a type 2 diabetes mellitus group (DM, n = 204), a DKD group (n = 182) and a chronic kidney disease group (CKD, n = 149). Full-length sequencing of 16S rRNA genes from stool DNA was conducted. Three findings are pinpointed. Firstly, new types of microbiota biomarkers have been created using a machine-learning (ML) method, namely relative abundance of a microbe, presence or absence of a microbe, and the hierarchy ratio between two different taxonomies. Four different panels of features were selected to be analyzed: (i) DM vs. Control, (ii) DKD vs. DM, (iii) DKD vs. CKD, and (iv) CKD vs. Control. These had accuracy rates between 0.72 and 0.78 and areas under curve between 0.79 and 0.86. Secondly, 13 gut microbiota biomarkers, which are strongly correlated with anthropometric, metabolic and/or renal indexes, concomitantly identified by the ML algorithm and the differential abundance method were highly discriminatory. Finally, the predicted functional capability of a DKD-specific biomarker, Gemmiger spp. is enriched in carbohydrate metabolism and branched-chain amino acid (BCAA) biosynthesis. Coincidentally, the circulating levels of various BCAAs (L-valine, L-leucine and L-isoleucine) and their precursor, L-glutamate, are significantly increased in DM and DKD patients, which suggests that, when hyperglycemia is present, there has been alterations in various interconnected pathways associated with glycolysis, pyruvate fermentation and BCAA biosynthesis. Our findings demonstrate that there is a link involving the gut-kidney axis in DKD patients. Furthermore, our findings highlight specific gut bacteria that can acts as useful biomarkers; these could have mechanistic and diagnostic implications.",Gut microbes,https://doi.org/10.1080/19490976.2025.2473506
40042626,PROPERMAB: an integrative framework for in silico prediction of antibody developability using machine learning.,12/2025,0.553,"Selection of lead therapeutic molecules is often driven predominantly by pharmacological efficacy and safety. Candidate developability, such as biophysical properties that affect the formulation of the molecule into a product, is usually evaluated only toward the end of the drug development pipeline. The ability to evaluate developability properties early in the process of antibody therapeutic development could accelerate the timeline from discovery to clinic and save considerable resources. In silico predictive approaches, such as machine learning models, which map molecular features to predictions of developability properties could offer a cost-effective and high-throughput alternative to experiments for antibody developability assessment. We developed a computational framework, PROPERMAB (PROPERties of Monoclonal AntiBodies), for large-scale and efficient in silico prediction of developability properties for monoclonal antibodies, using custom molecular features and machine learning modeling. We demonstrate the power of PROPERMAB by using it to develop models to predict antibody hydrophobic interaction chromatography retention time and high-concentration viscosity. We further show that structure-derived features can be rapidly and accurately predicted directly from sequences by pre-training simple models for molecular features, thus providing the ability to scale these approaches to repertoire-scale sequence datasets.",mAbs,https://doi.org/10.1080/19420862.2025.2474521
40028722,Machine learning-assisted design of immunomodulatory lipid nanoparticles for delivery of mRNA to repolarize hyperactivated microglia.,12/2025,0.553,"Regulating inflammatory microglia presents a promising strategy for treating neurodegenerative and autoimmune disorders, yet effective therapeutic agents delivery to these cells remains a challenge. This study investigates modified lipid nanoparticles (LNP) for mRNA delivery to hyperactivated microglia, particularly those with pro-inflammatory characteristics, utilizing supervised machine learning (ML) classifiers. We developed and screened a library of 216 LNP formulations with varying lipid compositions, N/P ratios, and hyaluronic acid (HA) modifications. The transfection efficiency of eGFP mRNA was assessed in the BV-2 murine microglia cell line under different immunological states, including resting and activated conditions (LPS-activated and IL4/IL13-activated). ML-guided morphometric analysis tracked the phenotypes of various microglia subtypes before and after transfection. Four supervised ML classifiers were investigated to predict transfection efficiency and phenotypic changes based on LNP design parameters. The Multi-Layer Perceptron (MLP) neural network emerged as the best-performing model, achieving weighted F1-scores >/=0.8. While it accurately predicted responses from LPS-activated and resting cells, it struggled with IL4/IL13-activated cells. The MLP model was validated by predicting the performance of four unseen LNP formulations delivering eGFP mRNA to LPS-activated BV2 cells. HA-LNP2 emerged as optimal formulation for delivering target IL10 mRNA, effectively suppressing inflammatory phenotypes, evidenced by shifts in cell morphology, increased IL10 expression, and reduced TNF-alpha levels. We also evaluated HA-LNP2 on LPS-activated human iPSC-derived microglia, confirming its efficacy in modulating inflammatory responses. This study highlights the potential of tailored LNP design and ML techniques to enhance mRNA therapy for neuroinflammatory disorders by leveraging carrier's immunogenic properties to modulate microglial responses.",Drug delivery,https://doi.org/10.1080/10717544.2025.2465909
40022676,Unveiling the ageing-related genes in diagnosing osteoarthritis with metabolic syndrome by integrated bioinformatics analysis and machine learning.,12/2025,0.553,"Ageing significantly contributes to osteoarthritis (OA) and metabolic syndrome (MetS) pathogenesis, yet the underlying mechanisms remain unknown. This study aimed to identify ageing-related biomarkers in OA patients with MetS. OA and MetS datasets and ageing-related genes (ARGs) were retrieved from public databases. The limma package was used to identify differentially expressed genes (DEGs), and weighted gene coexpression network analysis (WGCNA) screened gene modules, and machine learning algorithms, such as random forest (RF), support vector machine (SVM), generalised linear model (GLM), and extreme gradient boosting (XGB), were employed. The nomogram and receiver operating characteristic (ROC) curve assess the diagnostic value, and CIBERSORT analysed immune cell infiltration. We identified 20 intersecting genes among DEGs of OA, key module genes of MetS, and ARGs. By comparing the accuracy of the four machine learning models for disease prediction, the SVM model, which includes CEBPB, PTEN, ARPC1B, PIK3R1, and CDC42, was selected. These hub ARGs not only demonstrated strong diagnostic values based on nomogram data but also exhibited a significant correlation with immune cell infiltration. Building on these findings, we have identified five hub ARGs that are associated with immune cell infiltration and have constructed a nomogram aimed at early diagnosing OA patients with MetS.","Artificial cells, nanomedicine, and biotechnology",https://doi.org/10.1080/21691401.2025.2471762
40007420,"Using explainable machine learning to investigate the relationship between childhood maltreatment, positive psychological traits, and CPTSD symptoms.",12/2025,0.553,"Background: The functional impairment resulting from CPTSD symptoms is enduring and far-reaching. Existing research has found that CPTSD symptoms are closely associated with childhood maltreatment; however, researchers debate whether CPTSD symptoms are predominantly influenced by a specific type of childhood maltreatment or the combined influence of multiple maltreatment types.Objective: (1) Examines the impact of childhood maltreatment on CPTSD symptoms, specifically exploring whether specific types of maltreatment or the cumulative exposure to multiple types of maltreatment play a predominant role. (2) Investigates the role of positive psychological traits in this relationship, assessing whether these traits serve as protective factors or are outcomes of the negative psychological consequences of maltreatment.Methods: A sample of 1894 adolescents (Mage = 13.88; SD = 1.00) from a chronically impoverished rural area in China completed the International Trauma Questionnaire - Child and Adolescent Version for CPTSD symptoms, the Childhood Trauma Questionnaire - Short Form for childhood maltreatment types. Positive psychological traits, including mindfulness, self-compassion, and gratitude, were measured using the Mindful Attention Awareness Scale (MAAS), the Self-Compassion Scale - Short Form, and the Gratitude Questionnaire. We addressed the research question using explainable machine learning methods, with SHAP enhancing model interpretability.Results: The findings indicate that emotional abuse is the most effective predictor of CPTSD symptoms, with individuals who experienced emotional abuse showing higher rates of other forms of maltreatment. Among positive psychological traits, mindfulness contributes the most, followed by self-compassion, while gratitude shows no significant association with CPTSD symptoms. Additionally, individuals with poor positive psychological traits are more likely to have experienced maltreatment, whereas those with higher positive traits are less exposed to abuse.Conclusions: Emotional abuse and low levels of positive psychological traits are strongly associated with CPTSD symptoms in adolescents from impoverished areas, with positive traits showing limited buffering effects against maltreatment.",European journal of psychotraumatology,https://doi.org/10.1080/20008066.2025.2455800
39992712,Deep learning methods for clinical workflow phase-based prediction of procedure duration: a benchmark study.,12/2025,0.553,"This study evaluates the performance of deep learning models in the prediction of the end time of procedures performed in the cardiac catheterization laboratory (cath lab). We employed only the clinical phases derived from video analysis as input to the algorithms. Our results show that InceptionTime and LSTM-FCN yielded the most accurate predictions. InceptionTime achieves Mean Absolute Error (MAE) values below 5 min and Symmetric Mean Absolute Percentage Error (SMAPE) under 6% at 60-s sampling intervals. In contrast, LSTM with attention mechanism and standard LSTM models have higher error rates, indicating challenges in handling both long-term and short-term dependencies. CNN-based models, especially InceptionTime, excel at feature extraction across different scales, making them effective for time-series predictions. We also analyzed training and testing times. CNN models, despite higher computational costs, significantly reduce prediction errors. The Transformer model has the fastest inference time, making it ideal for real-time applications. An ensemble model derived by averaging the two best performing algorithms reported low MAE and SMAPE, although needing longer training. Future research should validate these findings across different procedural contexts and explore ways to optimize training times without losing accuracy. Integrating these models into clinical scheduling systems could improve efficiency in cath labs. Our research demonstrates that the models we implemented can form the basis of an automated tool, which predicts the optimal time to call the next patient with an average error of approximately 30 s. These findings show the effectiveness of deep learning models, especially CNN-based architectures, in accurately predicting procedure end times.","Computer assisted surgery (Abingdon, England)",https://doi.org/10.1080/24699322.2025.2466426
39992231,Early gestational diabetes mellitus risk predictor using neural network with NearMiss.,12/2025,0.553,"BACKGROUND: Gestational diabetes mellitus (GDM) is globally recognized as a significant pregnancy-related condition, contributing to complex complications for both mothers and infants. Traditional glucose tolerance tests lack the ability to identify the risk of GDM in early pregnancy, hindering effective prevention and timely intervention during the initial stages. OBJECTIVE: The primary objective of this study is to pinpoint potential risk factors for GDM and develop an early GDM risk prediction model using neural networks to facilitate GDM screening in early pregnancy. METHODS: Initially, we employed statistical tests and models, including univariate and multivariate logistic regression, to identify 14 potential risk factors. Subsequently, we applied various resampling techniques alongside a multi-layer perceptron (MLP). Finally, we evaluated and compared the classification performances of the constructed models using various metric indicators. RESULTS: As a result, we identified several factors in early pregnancy significantly associated with GDM (p < 0.05), including BMI, age of menarche, age, higher education, folic acid supplementation, family history of diabetes mellitus, HGB, WBC, PLT, Scr, HBsAg, ALT, ALB, and TBIL. Employing the multivariate logistic model as the baseline achieved an accuracy and AUC of 0.777. In comparison, the MLP-based model using NearMiss exhibited strong predictive performance, achieving scores of 0.943 in AUC and 0.884 in accuracy. CONCLUSIONS: In this study, we proposed an innovative interpretable early GDM risk prediction model based on MLP. This model is designed to offer assistance in estimating the risk of GDM in early pregnancy, enabling proactive prevention and timely intervention.",Gynecological endocrinology : the official journal of the International Society of Gynecological Endocrinology,https://doi.org/10.1080/09513590.2025.2470317
39964062,Construction and validation of a predictive model for meningoencephalitis in pediatric scrub typhus based on machine learning algorithms.,12/2025,0.553,"To retrospectively analyze the clinical characteristics of pediatric scrub typhus (ST) with meningoencephalitis (STME) and to construct and validate predictive models using machine learning.Clinical data were collected from 100 cases of pediatric STME and matched with data from 100 ST cases without meningitis using propensity-score matching. Risk factors for STME in pediatrics were identified through the least absolute shrinkage and selection operator (LASSO) regression analysis. Six predictive models-Logistic Regression, K-Nearest Neighbors, Naive Bayes, Multi-layer Perceptron(MLP), Random Forest, and XGBoost-were constructed using the training set and evaluated for performance, with validation conducted on the test set. The Shapley Additive Explanations (SHAP) method was applied to rank the importance of each variable.All children improved and were discharged following treatment with azithromycin/doxycycline (1/99). Twelve variable features were identified through the LASSO regression. Of the six predictive models developed, the XGBoost model demonstrated the highest performance in the training set (AUC = 0.926), though its performance in the test set was moderate (AUC = 0.740). The MLP model exhibited robust predictive performance in both training and test sets, with AUCs of 0.897 and 0.817, respectively. Clinical decision curve analysis indicated that the MLP and XGBoost models provide significant clinical utility. SHAP analysis identified the most important predictors for STME as ferritin, white blood cell count, edema, prothrombin time, fibrinogen, duration of pre-admission fever, eschar, activated partial thromboplastin time, splenomegaly, and headache. The MLP and XGBoost models showed strong predictive capability for pediatric STME, with favorable outcomes following doxycycline-based therapy.",Emerging microbes & infections,https://doi.org/10.1080/22221751.2025.2469651
39963959,Comparing AI and human-generated health messages in an Arabic cultural context.,12/2025,0.553,"BACKGROUND: AI is rapidly transforming the design of communication messages across various sectors, including health and safety. However, little is known about its effectiveness for roughly 420 million native Arabic speakers worldwide. OBJECTIVE: This study examined characteristics of AI vs. human-generated road safety messages for a potential roadside billboard campaign in the United Arab Emirates. METHOD: The study includes a computational analysis and an online evaluation with 186 participants from the United Arab Emirates (UAE), comparing messages generated by AI with those created by humans. To achieve this, an AI model (GPT-4) was utilized to generate 15 road safety messages, while three human experts created another set of 15 messages. Computational text analysis was employed to examine these messages, followed by an online study in which human participants evaluated all messages based on message clarity and message quality. RESULTS: The computational analysis revealed that AI-generated messages exhibited more positive sentiment with no significant differences in terms of readability/text difficulty. Participants evaluated both AI- and human-generated messages highly in terms of message quality and clarity, but human-generated messages were rated as slightly and significantly higher in terms of clarity. CONCLUSION: These results add to a rapidly growing body of research demonstrating that AI-generated messages can augment public communication campaigns and point towards the need to assess how diverse, international audiences respond to AI-generated content.",Global health action,https://doi.org/10.1080/16549716.2025.2464360
39957043,Key RNA-binding proteins in renal fibrosis: a comprehensive bioinformatics and machine learning framework for diagnostic and therapeutic insights.,12/2025,0.553,"BACKGROUND: Renal fibrosis is a critical factor in chronic kidney disease progression, with limited diagnostic and therapeutic options. Emerging evidence suggests RNA-binding proteins (RBPs) are pivotal in regulating cellular mechanisms underlying fibrosis. METHODS: Utilizing an extensive GEO dataset (175 renal fibrosis and 99 normal kidney samples), we identified and validated key RBPs through integrated bioinformatics and machine learning approaches, including lasso and logistic regression models. Differentially expressed genes were analyzed for pathway enrichment using Gene Ontology and KEGG. Single-cell RNA sequencing delineated cell-specific RBP expression, and a murine unilateral ureteral obstruction (UUO) model provided experimental validation. RESULTS: A diagnostic model incorporating five RBPs (FKBP11, DCDC2, COL6A3, PLCB4, and GNB5) achieved high accuracy (AUC = 0.899) and robust external validation. These RBPs are implicated in immune-mediated pathways such as cytokine signaling and inflammatory responses. Single-cell analysis highlighted their expression in specific renal cell populations, underscoring functional diversity. Immunofluorescence linked FKBP11 with macrophage infiltration, suggesting its potential as a therapeutic target. CONCLUSION: his study identifies novel RBPs associated with renal fibrosis, advancing the understanding of its pathogenesis and offering actionable biomarkers and therapeutic targets. The integration of bioinformatics and machine learning emphasizes their translational potential in kidney care.",Renal failure,https://doi.org/10.1080/0886022X.2025.2463560
39928093,Artificial intelligence-assisted diagnosis of early gastric cancer: present practice and future prospects.,12/2025,0.553,"Gastric cancer (GC) occupies the first few places in the world among tumors in terms of incidence and mortality, causing serious harm to human health, and at the same time, its treatment greatly consumes the health care resources of all countries in the world. The diagnosis of GC is usually based on histopathologic examination, and it is very important to be able to detect and identify cancerous lesions at an early stage, but some endoscopists' lack of diagnostic experience and fatigue at work lead to a certain rate of under diagnosis. The rapid and striking development of Artificial intelligence (AI) has helped to enhance the ability to extract abnormal information from endoscopic images to some extent, and more and more researchers are applying AI technology to the diagnosis of GC. This initiative has not only improved the detection rate of early gastric cancer (EGC), but also significantly improved the survival rate of patients after treatment. This article reviews the results of various AI-assisted diagnoses of EGC in recent years, including the identification of EGC, the determination of differentiation type and invasion depth, and the identification of borders. Although AI has a better application prospect in the early diagnosis of ECG, there are still major challenges, and the prospects and limitations of AI application need to be further discussed.",Annals of medicine,https://doi.org/10.1080/07853890.2025.2461679
39910843,"Artificial intelligence in kidney transplantation: a 30-year bibliometric analysis of research trends, innovations, and future directions.",12/2025,0.553,"Kidney transplantation is the definitive treatment for end-stage renal disease (ESRD), yet challenges persist in optimizing donor-recipient matching, postoperative care, and immunosuppressive strategies. This study employs bibliometric analysis to evaluate 890 publications from 1993 to 2023, using tools such as CiteSpace and VOSviewer, to identify global trends, research hotspots, and future opportunities in applying artificial intelligence (AI) to kidney transplantation. Our analysis highlights the United States as the leading contributor to the field, with significant outputs from Mayo Clinic and leading authors like Cheungpasitporn W. Key research themes include AI-driven advancements in donor matching, deep learning for post-transplant monitoring, and machine learning algorithms for personalized immunosuppressive therapies. The findings underscore a rapid expansion in AI applications since 2017, with emerging trends in personalized medicine, multimodal data fusion, and telehealth. This bibliometric review provides a comprehensive resource for researchers and clinicians, offering insights into the evolution of AI in kidney transplantation and guiding future studies toward transformative applications in transplantation science.",Renal failure,https://doi.org/10.1080/0886022X.2025.2458754
39890587,Digital health competences and AI beliefs as conditions for the practice of evidence-based medicine: a study of prospective physicians in Canada.,12/2025,0.553,"BACKGROUND: The practice of evidence-based medicine (EBM) has become pivotal in enhancing medical care and patient outcomes. With the diffusion of innovation in healthcare organizations, EBM can be expected to depend on medical professionals' competences with digital health (dHealth) and artificial intelligence (AI) technologies. OBJECTIVE: We aim to investigate the effect of dHealth competences and perceptions of AI on the adoption of EBM among prospective physicians. By focusing on dHealth and AI technologies, the study seeks to inform the redesign of medical curricula to better prepare students for the demands of evidence-based medical practice. METHODS: A cross-sectional survey was administered online to students at the University of Montreal's medical school, which has approximately 1,400 enrolled students. The survey included questions on students' dHealth competences, perceptions of AI, and their practice of EBM. Using structural equation modeling (SEM), we analyzed data from 177 respondents to test our research model. RESULTS: Our analysis indicates that medical students possess foundational knowledge competences of dHealth technologies and perceive AI to play an important role in the future of medicine. Yet, their experiential competences with dHealth technologies are limited. Our findings reveal that experiential dHealth competences are significantly related to the practice of EBM (beta = 0.42, p < 0.001), as well as students' perceptions of the role of AI in the future of medicine (beta = 0.39, p < 0.001), which, in turn, also affect EBM (beta = 0.19, p < 0.05). CONCLUSIONS: The study underscores the necessity of enhancing students' competences related to dHealth and considering their perceptions of the role of AI in the medical profession. In particular, the low levels of experiential dHealth competences highlight a promising starting point for training future physicians while simultaneously strengthening their practice of EBM. Accordingly, we suggest revising medical curricula to focus on providing students with practical experiences with dHealth and AI technologies.",Medical education online,https://doi.org/10.1080/10872981.2025.2459910
39873464,An intelligent decision-making system for embryo transfer in reproductive technology: a machine learning-based approach.,12/2025,0.553,"Infertility has emerged as a significant public health concern, with assisted reproductive technology (ART) is a last-resort treatment option. However, ART's efficacy is limited by significant financial cost and physical discomfort. The aim of this study is to build Machine learning (ML) decision-support models to predict the optimal range of embryo numbers to transfer, using data from infertile couples identified through literature reviews. Binary classification models were developed to classify cases into two groups: those transferring two or fewer embryos and those transferring three or four. Four popular ML algorithms were used, including random forest (RF), logistic regression (LR), support vector machine (SVM), and artificial neural network (ANN), considering seven criteria: the woman's age, sperm origin, the developmental qualities of four potential embryos, infertility duration, assessment of the woman, morphological qualities of the four best embryos on the day of transfer, and number of oocytes extracted. The stratified 3-fold cross-validation results show that the SVM model obtained the highest average accuracy (95.83%) and demonstrated the best overall performance, closely followed by the ANN and LR models with an average accuracy equal to 91.67%. The RF model achieved a slightly lower average accuracy (88.89%), which demonstrated the lowest variability. Testing on a new dataset revealed all models performed well, with ANN and SVM models classified all test set instances correctly, while the RF and LR models achieved 91.68% accuracy. These results highlight the superior generalization and effectiveness of the ANN and SVM models in guiding ART decisions.",Systems biology in reproductive medicine,https://doi.org/10.1080/19396368.2024.2445831
39838510,Artificial intelligence assisted risk prediction in organ transplantation: a UK Live-Donor Kidney Transplant Outcome Prediction tool.,12/2025,0.553,"Introduction: Predicting the outcome of a kidney transplant involving a living donor advances donor decision-making donors for clinicians and patients. However, the discriminative or calibration capacity of the currently employed models are limited. We set out to apply artificial intelligence (AI) algorithms to create a highly predictive risk stratification indicator, applicable to the UK's transplant selection process. Methodology: Pre-transplant characteristics from 12,661 live-donor kidney transplants (performed between 2007 and 2022) from the United Kingdom Transplant Registry database were analyzed. The transplants were randomly divided into training (70%) and validation (30%) sets. Death-censored graft survival was the primary performance indicator. We experimented with four machine learning (ML) models assessed for calibration and discrimination [integrated Brier score (IBS) and Harrell's concordance index]. We assessed the potential clinical utility using decision curve analysis. Results: XGBoost demonstrated the best discriminative performance for survival (area under the curve = 0.73, 0.74, and 0.75 at 3, 7, and 10 years post-transplant, respectively). The concordance index was 0.72. The calibration process was adequate, as evidenced by the IBS score of 0.09. Conclusion: By evaluating possible donor-recipient pairs based on graft survival, the AI-based UK Live-Donor Kidney Transplant Outcome Prediction has the potential to enhance choices for the best live-donor selection. This methodology may improve the outcomes of kidney paired exchange schemes. In general terms we show how the new AI and ML tools can have a role in developing effective and equitable healthcare.",Renal failure,https://doi.org/10.1080/0886022X.2024.2431147
39803909,Identification of early prognostic biomarkers in Severe Fever with Thrombocytopenia Syndrome using machine learning algorithms.,12/2025,0.553,"OBJECTIVE: We aimed at identifying acute phase biomarkers in Severe Fever with Thrombocytopenia Syndrome (SFTS), and to establish a model to predict mortality outcomes. METHODS: A retrospective analysis was conducted on multicenter clinical data. Group-based trajectory modeling (GBTM) was utilized to demonstrate the overall trend of laboratory indicators and their correlation with mortality. Six different machine learning algorithms were employed to develop prognostic models based on the clinical features during the acute phase, which were reduced using Lasso regression. RESULTS: Seven indicators (ALT, AST, BUN, LDH, a-HBDH, DD, and PLT) at 7-10 days post-onset and their change slopes were found to be crucial during disease progression. These, along with other clinical features, were reduced to 8 variables using Lasso regression for model construction. The random forest model demonstrated the best performance in both internal validation (AUC: 0.961) and external validation (AUC: 0.948). Decision Curve Analysis indicated a good balance between model benefits and risks. CONCLUSIONS: a-HBDH and its change slope along with central nervous symptom manifestations within 7-10 days after onset accurately predicted mortality in SFTS. Various algorithms provided a comprehensive overview of disease progression and constructed more stable and efficient models.",Annals of medicine,https://doi.org/10.1080/07853890.2025.2451184
39782766,Predicting purification process fit of monoclonal antibodies using machine learning.,12/2025,0.553,"In early-stage development of therapeutic monoclonal antibodies, assessment of the viability and ease of their purification typically requires extensive experimentation. However, the work required for upstream protein expression and downstream purification development often conflicts with timeline pressures and material constraints, limiting the number of molecules and process conditions that can reasonably be assessed. Recently, high-throughput batch-binding screen data along with improved molecular descriptors have enabled development of robust quantitative structure-property relationship (QSPR) models that predict monoclonal antibody chromatographic binding behavior from the amino acid sequence. Here, we describe a QSPR strategy for in silico monoclonal antibody purification process fit assessment. Principal Component Analysis is applied to extract a one-dimensional basis for comparison of molecular chromatographic binding behavior from multi-dimensional high-throughput batch-binding screen data. Kernel Ridge Regression is used to predict the first principal component for new molecular sequences. This workflow is demonstrated with a set of 97 monoclonal antibodies for five chromatography resins in two salt types across a range of pH and salt concentrations. Model development benchmarks four descriptor sets from biophysical structural models and protein language models. The investigation illustrates the value QSPR models can provide to purification process fit assessment, and selection of resins and operating conditions from sequence alone.",mAbs,https://doi.org/10.1080/19420862.2024.2439988
39773295,Machine learning-based analyses of contributing factors for the development of hypertension: a comparative study.,12/2025,0.553,"OBJECTIVES: Sufficient attention has not been given to machine learning (ML) models using longitudinal data for investigating important predictors of new onset of hypertension. We investigated the predictive ability of several ML models for the development of hypertension. METHODS: A total of 15 965 Japanese participants (men/women: 9,466/6,499, mean age: 45 years) who received annual health examinations were randomly divided into a training group (70%, n = 11,175) and a test group (30%, n = 4,790). The predictive abilities of 58 candidates including fatty liver index (FLI), which is calculated by using body mass index, waist circumference and levels of gamma-glutamyl transferase and triglycerides, were investigated by statistics analogous to the area under the curve (AUC) in receiver operating characteristic curve analyses using ML models including logistic regression, random forest, naive Bayes, extreme gradient boosting and artificial neural network. RESULTS: During a 10-year period (mean period: 6.1 years), 2,132 subjects (19.1%) in the training group and 917 subjects (19.1%) in the test group had new onset of hypertension. Among the 58 parameters, systolic blood pressure, age and FLI were identified as important candidates by random forest feature selection with 10-fold cross-validation. The AUCs of ML models were 0.765-0.825, and discriminatory capacity was significantly improved in the artificial neural network model compared to that in the logistic regression model. CONCLUSIONS: The development of hypertension can be simply and accurately predicted by each ML model using systolic blood pressure, age and FLI as selected features. By building multiple ML models, more practical prediction might be possible.","Clinical and experimental hypertension (New York, N.Y. : 1993)",https://doi.org/10.1080/10641963.2025.2449613
39701937,Machine learning-based integration develops a disulfidptosis-related lncRNA signature for improving outcomes in gastric cancer.,12/2025,0.553,"Gastric cancer remains one of the deadliest cancers globally due to delayed detection and limited treatment options, underscoring the critical need for innovative prognostic methods. Disulfidptosis, a recently discovered programmed cell death triggered by disulphide stress, presents a fresh avenue for therapeutic exploration. This research examines disulfidptosis-related long noncoding RNAs (DRLs) in gastric cancer, with the goal of leveraging these lncRNAs as potential markers to enhance patient outcomes and treatment approaches. Comprehensive genomic and clinical data from stomach adenocarcinoma (STAD) were obtained from The Cancer Genome Atlas (TCGA). Employing least absolute shrinkage and selection operator (LASSO) regression analysis, a prognostic model was devised incorporating five key DRLs to forecast survival rates. The effectiveness of this model was validated using Kaplan-Meier survival plots, receiver operating characteristic (ROC) curves, and extensive functional enrichment studies. The importance of select lncRNAs and the expression variability of genes tied to disulfidptosis were validated via quantitative real-time PCR (qRT-PCR) and Western blot tests, establishing a solid foundation for their prognostic utility. Analyses of functional enrichment and tumour mutation burden highlighted the biological importance of these DRLs, connecting them to critical cancer pathways and immune responses. These discoveries broaden our comprehension of the molecular framework of gastric cancer and bolster the development of tailored treatment plans, highlighting the substantial role of DRLs in clinical prognosis and therapeutic intervention.","Artificial cells, nanomedicine, and biotechnology",https://doi.org/10.1080/21691401.2024.2440415
39699225,Identification and validation of susceptibility modules and hub genes in polyarticular juvenile idiopathic arthritis using WGCNA and machine learning.,12/2025,0.553,"BACKGROUND: Juvenile idiopathic arthritis (JIA), superseding juvenile rheumatoid arthritis (JRA), is a chronic autoimmune disease affecting children and characterized by various types of childhood arthritis. JIA manifests clinically with joint inflammation, swelling, pain, and limited mobility, potentially leading to long-term joint damage if untreated. This study aimed to identify genes associated with the progression and prognosis of JIA polyarticular to enhance clinical diagnosis and treatment. METHODS: We analyzed the gene expression omnibus (GEO) dataset GSE1402 to screen for differentially expressed genes (DEGs) in peripheral blood single nucleated cells (PBMCs) of JIA polyarticular patients. Weighted gene co-expression network analysis (WGCNA) was applied to identify key gene modules, and protein-protein interaction networks (PPIs) were constructed to select hub genes. The random forest model was employed for biomarker gene screening. Functional enrichment analysis was conducted using David's online database, gene ontology (GO), and Kyoto Encyclopedia of Genes and Genomes (KEGG) pathway enrichment analysis to annotate and identify potential JIA pathways. Hub genes were validated using the receiver operating characteristic (ROC) curve. RESULTS: PHLDA1, EGR3, CXCL2, and PF4V1 were identified as significantly associated with the progression and prognosis of JIA polyarticular phenotype, demonstrating high diagnostic and prognostic assessment value. CONCLUSION: These genes can be utilized as potential molecular biomarkers, offering valuable insights for the early diagnosis and personalized treatment of JIA polyarticular patients.",Autoimmunity,https://doi.org/10.1080/08916934.2024.2437239
39697091,Cost-effectiveness of a machine learning risk prediction model (LungFlag) in the selection of high-risk individuals for non-small cell lung cancer screening in Spain.,12/2025,0.553,"OBJECTIVE: The LungFlag risk prediction model uses individualized clinical variables to identify individuals at high-risk of non-small cell lung cancer (NSCLC) for screening with low-dose computed tomography (LDCT). This study evaluates the cost-effectiveness of LungFlag implementation in the Spanish setting for the identification of individuals at high-risk of NSCLC. METHODS: A model combining a decision-tree with a Markov model was adapted to the Spanish setting to calculate health outcomes and costs over a lifetime horizon, comparing two hypothetical scenarios: screening with LungFlag versus non-screening, and screening with LungFlag versus screening the entire population meeting 2013 US Preventive Services Task Force (USPSTF) criteria. Model inputs were obtained from the literature and the clinical practice of a multidisciplinary expert panel. Only direct costs (euroof 2023), obtained from local sources, were considered. Deterministic and probabilistic sensitivity analyses were performed to assess the robustness of our results. RESULTS: A cohort of 3,835,128 individuals meeting 2013 USPSTF criteria would require 2,147,672 LDCTs scans. However, using LungFlag would only require 232,120 LDCTs scans. Cost-effectiveness results showed that LungFlag was dominant versus non-screening scenario, and outperformed the scenario where the entire population were screened since the observed loss of effectiveness (-224,031 life years [LYs] and -97,612 quality-adjusted life years [QALYs]) was largely offset by the significant cost savings provided (euro7,053 million). The resulting incremental cost-effectiveness ratio (ICER) for this strategy of screening the whole population versus using LungFlag was euro72,000/QALY, showing that LungFlag is cost-effective. Various were described, such as the source of the efficacy or adherence rates, and other limitations inherent to cost-effectiveness analyses. CONCLUSIONS: Using LungFlag for the selection of high-risk individuals for NSCLC screening in Spain would be a cost-effective strategy over screening the entire population meeting USPSTF 2013 criteria and is dominant over non-screening.",Journal of medical economics,https://doi.org/10.1080/13696998.2024.2444781
